PUBCHEM.COMPOUND:51039,MONDO:0004652
PUBCHEM.COMPOUND:5743,MONDO:0008558
PUBCHEM.COMPOUND:9782,MONDO:0005083
PUBCHEM.COMPOUND:5282493,MONDO:0005480
PUBCHEM.COMPOUND:5865,MONDO:0001713
PUBCHEM.COMPOUND:9782,MONDO:0001405
CHEMBL.COMPOUND:CHEMBL1481,MONDO:0011955
PUBCHEM.COMPOUND:5503,MONDO:0005148
PUBCHEM.COMPOUND:3823,MONDO:0001461
PUBCHEM.COMPOUND:5865,MONDO:0005554
PUBCHEM.COMPOUND:5865,MONDO:0004956
PUBCHEM.COMPOUND:9782,MONDO:0006547
PUBCHEM.COMPOUND:3878,MONDO:0010826
PUBCHEM.COMPOUND:4583,MONDO:0005945
PUBCHEM.COMPOUND:9782,MONDO:0008729
PUBCHEM.COMPOUND:3823,MONDO:0005915
PUBCHEM.COMPOUND:5770,MONDO:0011294
PUBCHEM.COMPOUND:5578,MONDO:0024330
PUBCHEM.COMPOUND:6216,MONDO:0004980
PUBCHEM.COMPOUND:3823,MONDO:0005672
PUBCHEM.COMPOUND:2726,MONDO:0011498
PUBCHEM.COMPOUND:5073,MONDO:0011552
PUBCHEM.COMPOUND:3878,MONDO:0016532
PUBCHEM.COMPOUND:135398735,MONDO:0012268
PUBCHEM.COMPOUND:5865,MONDO:0015614
PUBCHEM.COMPOUND:5754,MONDO:0014241
PUBCHEM.COMPOUND:4583,MONDO:0018076
PUBCHEM.COMPOUND:5743,MONDO:0006042
PUBCHEM.COMPOUND:2082,MONDO:0001103
PUBCHEM.COMPOUND:441401,MONDO:0024313
PUBCHEM.COMPOUND:60750,MONDO:0024879
PUBCHEM.COMPOUND:4583,MONDO:0005124
PUBCHEM.COMPOUND:5865,MONDO:0009539
CHEMBL.COMPOUND:CHEMBL1481,MONDO:0011072
PUBCHEM.COMPOUND:5865,MONDO:0005556
PUBCHEM.COMPOUND:451668,MONDO:0005374
PUBCHEM.COMPOUND:2554,MONDO:0008414
PUBCHEM.COMPOUND:5865,MONDO:0001198
PUBCHEM.COMPOUND:5865,MONDO:0019203
PUBCHEM.COMPOUND:5743,MONDO:0009971
PUBCHEM.COMPOUND:5865,MONDO:0001509
PUBCHEM.COMPOUND:9782,MONDO:0013294
PUBCHEM.COMPOUND:5324346,MONDO:0001247
PUBCHEM.COMPOUND:5754,MONDO:0004773
PUBCHEM.COMPOUND:135398745,MONDO:0002009
PUBCHEM.COMPOUND:135398735,MONDO:0000369
PUBCHEM.COMPOUND:5865,MONDO:0012935
PUBCHEM.COMPOUND:5073,MONDO:0013089
PUBCHEM.COMPOUND:6741,MONDO:0008725
PUBCHEM.COMPOUND:441314,MONDO:0013240
PUBCHEM.COMPOUND:60750,MONDO:0021040
PUBCHEM.COMPOUND:6741,MONDO:0010762
PUBCHEM.COMPOUND:6741,MONDO:0043455
PUBCHEM.COMPOUND:9782,MONDO:0006548
PUBCHEM.COMPOUND:3151,MONDO:0002268
PUBCHEM.COMPOUND:441401,MONDO:0017776
PUBCHEM.COMPOUND:2576,MONDO:0001830
PUBCHEM.COMPOUND:6741,MONDO:0005377
PUBCHEM.COMPOUND:6509979,MONDO:0011598
CHEMBL.COMPOUND:CHEMBL1481,MONDO:0011363
PUBCHEM.COMPOUND:9782,MONDO:0013893
PUBCHEM.COMPOUND:3478,MONDO:0012348
PUBCHEM.COMPOUND:6741,MONDO:0013730
PUBCHEM.COMPOUND:51039,MONDO:0005892
PUBCHEM.COMPOUND:5865,MONDO:0019127
PUBCHEM.COMPOUND:5754,MONDO:0004857
PUBCHEM.COMPOUND:126941,MONDO:0005340
PUBCHEM.COMPOUND:5865,MONDO:0005093
PUBCHEM.COMPOUND:2726,MONDO:0013506
PUBCHEM.COMPOUND:4173,MONDO:0002154
PUBCHEM.COMPOUND:4173,MONDO:0006669
PUBCHEM.COMPOUND:2165,MONDO:0005920
PUBCHEM.COMPOUND:4659569,MONDO:0014604
PUBCHEM.COMPOUND:3394,MONDO:0008383
PUBCHEM.COMPOUND:5311066,MONDO:0006569
PUBCHEM.COMPOUND:92727,MONDO:0005109
PUBCHEM.COMPOUND:3823,MONDO:0001648
PUBCHEM.COMPOUND:5865,MONDO:0002081
PUBCHEM.COMPOUND:6741,MONDO:0043789
PUBCHEM.COMPOUND:5865,MONDO:0012318
PUBCHEM.COMPOUND:5503,MONDO:0011027
PUBCHEM.COMPOUND:5865,MONDO:0008219
